Country	[Aff_id_parent]	Aff_id_child	Inst	Affiliation
USA		A00208	Appalachian St U	Appalachian State University, North Carolina
USA		A00209	Tufts U	Tufts University, Massachusetts
USA	A00209	A00210	Sch Eng	Tufts University, School of Engineering
USA	A00209	A11005	Dep Phy Ast	Tufts University, Department of Physics and Astronomy
USA		A00211	Harvard U	Harvard University, Massachusetts
USA	A00211	A00212	Eng App Sci	Harvard University, Engineering and Applied Sciences
USA	A00211	A00213	Blue Hill Met Obs	Blue Hill Meteorological Observatory
USA	A00211	A00214	Dep Chem	Harvard University, Department of Chemistry
USA	A00211	A00215	Med Sch	Harvard Medical School
USA	A00211	A00216	Dep Phy	Harvard University, Department of Physics
USA	A00211	A00217	Radcliffe IAS	Harvard Radcliffe Institute for Advanced Study
USA	A00211	A01400	CfA	Harvard Smithsonian Center for Astrophysics
USA	A00211	A05729	Broad Inst	Harvard-MIT Broad Institute, Massachusetts
USA	A00211	A05874	MADRC	Massachusetts Alzheimer's Disease Research Center
USA	A00211	A06034	CUA	Harvard-MIT Center for Ultracold Atoms
USA	A00211	A11034	HCO	Harvard College Observatory
USA	A00211	A11035	Ctr Ear Plan Phy	Harvard University Center for Earth and Planetary Physics
USA	A00211	A11036	Dep Ast	Harvard University, Department of Astronomy
USA		A00219	Wheelock Coll	Wheelock College, Massachusetts
USA		A00220	BU	Boston University, Massachusetts
USA	A00220	A00221	Dep Geog	Boston University, Department of Geography
USA	A00220	A00222	Ctr Rem Sen	Boston University, Center for Remote Sensing
USA	A00220	A00223	Dep Phy	Boston University, Department of Physics
USA	A00220	A00224	Dep Ast	Boston University, Department of Astronomy
USA	A00220	A00225	Dep Ear Sci	Boston University, Department of Earth Sciences
USA		A00226	Northeastern U	Northeastern University, Massachusetts
USA	A00226	A00227	Dep Phy	Northeastern University, Department of Physics
USA		A00228	Suffolk U	Suffolk University, Massachusetts
Spain	A00228	A00229	Madrid	Suffolk University, Madrid
USA		A00230	UMass	University of Massachusetts System
USA	A00230	A00231	Amherst	UMass Amherst
USA	A00230	A00232	Boston	UMass Boston
USA	A00230	A00233	Dartmouth	UMass Dartmouth
USA	A00230	A00234	Lowell	UMass Lowell
USA	A00230	A05878	Med Sch	UMass Medical School, Worcester
USA	A00230	A11027	FCRAO	Five College Radio Astronomy Observatory
USA		A00235	Brigham Wmns Hosp	Brigham and Womens Hospital, Massachusetts
USA	A00235	A05874	MADRC	Massachusetts Alzheimer's Disease Research Center
USA		A00236	U CO Boulder	University of Colorado, Boulder
USA	A00236	A00237	INSTAAR	University of Colorado, Institute of Arctic and Alpine Research
USA	A00236	A00238	Dep Aero Eng	University of Colorado, Boulder, Department of Aerospace and Engineering
USA	A00236	A00240	Dep Geo Sci	University of Colorado, Boulder, Department of Geological Sciences
USA	A00236	A01203	CIRES	Cooperative Institute for Research in Environmental Sciences
USA	A00236	A11142	Dep Ast Plan Sci	University of Colorado, Boulder, Department of Astrophysical and Planetary Sciences
USA	A00236	A11143	LASP	University of Colorado, Boulder, Laboratory for Atmospheric and Space Physics
USA	A00236	A11144	Dep Phy	University of Colorado, Boulder, Department of Physics
USA	A00236	A11219	JILA	Joint Institute for Laboratory Astrophysics, Boulder
USA		A00241	U CO	University of Colorado System
USA		A00242	UCAR	University Corporation for Atmospheric Research, Colorado
USA	A00242	A06188	GFDL	Geophysical Fluid Dynamics Laboratory
USA		A00243	Bowling Green St U	Bowling Green State University, Ohio
USA		A00244	W KY U	Western Kentucky University
UK		A00245	U Bradford	University of Bradford, UK
UK		A00246	St Johns Coll	Saint Johns College, UK
Canada		A00247	Brandon U	Brandon University, Canada
USA		A00248	Ford	Ford Motor Company, Michigan
USA		A00249	U Bridgeport	University of Bridgeport, Connecticut
UK		A00250	U Brighton	University of Brighton, UK
UK		A00251	U Sussex	University of Sussex, UK
UK	A00251	A00252	Dep Phy Ast	University of Sussex, Department of Physics and Astronomy
UK	A00251	A11768	SEPnet	South East Physics Network
Australia		A00253	Queensland Tech	Queensland University of Technology, Australia
Australia		A00254	U Queensland	University of Queensland, Australia
Australia	A00254	A00255	AIBN	University of Queensland, Australian Institute for Bioengineering and Nanotechnology
Australia	A00254	A00256	Sch Ear Sci	University of Queensland, School of Earth Sciences
Australia	A00254	A00257	Sch Math Phy	University of Queensland, School of Mathematics and Physics
Australia	A00254	A11661	CAASTRO	Center for Excellence for All Sky Astrophysics
Australia	A00254	A11720	CQC2T	Center for Quantum Computation and Communication Technology
UK		A00258	U Bristol	University of Bristol, UK
UK	A00258	A00259	Sch Chem	University of Bristol, School of Chemistry
UK	A00258	A00260	Sch Ear Sci	University of Bristol, School of Earth Sciences
UK	A00258	A00261	Sch Geog Sci	University of Bristol, School of Geographical Sciences
UK	A00258	A00262	Sch Math	University of Bristol, School of Mathematics
UK	A00258	A00263	Sch Phy	University of Bristol, School of Physics
UK		A00264	UWE	University of the West of England, Bristol
USA		A00265	Roger Williams U	Roger Williams University, Rhode Island
Australia		A00266	U Tech Sydney	University of Technology Sydney, Australia
USA		A00267	Yeshiva U	Yeshiva University, New York
USA	A00267	A06126	Albert Einstein Coll Med	Yeshiva University, Alberto Einstein College of Medicine
USA		A00268	CUNY	City University of New York
USA	A00268	A00269	Bronx CC	Bronx Community College, New York
USA	A00268	A00270	Manhattan CC	Manhattan Community College, New York
USA	A00268	A00271	St Island	CUNY College of Staten Island
USA	A00268	A00272	KCC	Kingsborough Community College, New York
USA	A00268	A00273	LaGuardia CC	LaGuardia Community College, New York
USA	A00268	A00274	Medgar Evers Coll	Medgar Evers Community College, New York
USA	A00268	A00275	NYC Coll Tech	New York City College of Technology
USA	A00268	A00276	Queens Coll	CUNY Queens College
USA	A00268	A00277	QCC	Queensborough Community College, New York
USA	A00268	A00278	York Coll	York College, New York
USA	A00268	A00279	Lehman Coll	Lehman College, New York
USA	A00268	A00280	Brooklyn Coll	Brooklyn College, New York
USA	A00268	A00281	Baruch Coll	Baruch College, New York
USA	A00268	A00282	Hunter Coll	Hunter College, New York
USA		A00283	Manhattan Coll	Manhattan College, New York
USA		A00284	S Dakota St U	South Dakota State University
USA		A00285	Syracuse U	Syracuse University, New York
USA	A00285	A00286	Dep Phy	Syracuse University, Department of Physics
USA		A00287	USAF	U.S. Air Force
USA	A00287	A00288	Kirtland AFB AFRL	Kirtland Air Force Research Laboratory, New Mexico
USA	A00287	A00289	Edwards AFB	Edwards Air Force Base, California
USA	A00287	A00290	Peterson AFB AFRL	Peterson Air Force Research Laboratory, Colorado
USA	A00287	A00291	Ac CO	U.S. Air Force Academy, Colorado
USA	A00287	A00292	Eglin AFB	Eglin Air Force Base, Florida
USA	A00287	A00293	Wright-Patterson AFB	Wright-Patterson Air Force Base, Ohio
USA	A00287	A00294	Inst Tech	Air Force Institute of Technology, Ohio
USA	A00287	A00295	Hanscom AFB AFRL	Hanscom Air Force Research Laboratory, Massachusetts
USA		A00296	Long Island U	Long Island University, New York
USA		A00297	Bowdoin Coll	Bowdoin College, Maine
Belgium		A00298	NATO	North Atlantic Treaty Organization, Brussels
Belgium		A00299	EC	European Commission
Belgium	A00299	A00301	EFDA	European Fusion Development Agreement
Belgium	A00299	A04007	EURATOM	European Atomic Energy Community
Poland	A00299	A11373	IPPLM	Institute of Plasma Physics and Laser Microfusion, Warsaw
USA		A00302	Bryn Mawr Coll	Bryn Mawr College, Pennsylvania
USA		A00303	WV Wesleyan Coll	West Virginia Wesleyan College
UK		A00304	U Buckingham	University of Buckingham, UK
USA		A00305	Canisius Coll	Canisius College, New York
Australia		A00306	La Trobe U	La Trobe University, Australia
Australia	A00306	A00307	Dep Phy	La Trobe University, Department of Physics
USA		A00308	UVM	University of Vermont
Australia		A00309	Deakin U	Deakin University, Australia
UK		A00310	Cardiff U	Cardiff University, UK
UK	A00310	A00311	Sch Ear Oc Sci	Cardiff University, School of Earth and Ocean Sciences
UK	A00310	A00312	Sch Phy Ast	Cardiff University, School of Physics and Astronomy
UK	A00310	A11757	Ctr Astrob	Cardiff University, Center for Astrobiology
USA		A00313	Coll Idaho	College of Idaho
Canada		A00314	U Calgary	University of Calgary, Canada
Canada	A00314	A00315	Dep Geos	University of Calgary, Department of Geoscience
Canada	A00314	A11724	Dep Phy Ast	University of Calgary, Department of Physics and Astronomy
Canada	A00314	A11725	Inst Sp Res	University of Calgary, Institute for Space Research
UK		A00316	U Camb	University of Cambridge, UK
UK	A00316	A00317	Dep Chem	University of Cambridge, Department of Chemistry
UK	A00316	A00318	Ctr Atm Sci	University of Cambridge, Center for Atmospheric Science
UK	A00316	A00319	IoA	University of Cambridge, Institute of Astronomy
UK	A00316	A00320	Dep Phy	University of Cambridge, Department of Physics
UK	A00316	A00321	CUP	University of Cambridge Press
UK	A00316	A00322	Christs Coll	University of Cambridge, Christs College
UK	A00316	A00323	Churchill Coll	University of Cambridge, Churchill College
UK	A00316	A00324	Trinity Coll	University of Cambridge, Trinity College
UK	A00316	A00325	Dep Math	University of Cambridge, Department of Mathematics
UK	A00316	A00326	Dep Eng	University of Cambridge, Department of Engineering
UK	A00316	A00327	Dep Ear Sci	University of Cambridge, Department of Earth Sciences
UK	A00316	A13094	DAMTP	University of Cambridge, Department of Applied Mathematics and Theoretical Physics
USA		A00328	Schlumberger	Schlumberger Ltd
USA	A00328	A00329	Cambridge	Schlumberger Cambridge Research Ltd
USA	A00328	A00330	Houston	Schlumberger Houston Ltd
USA		A00331	MIT	Massachusetts Institute of Technology
USA	A00331	A00332	Haystack Obs	Haystack Observatory
USA	A00331	A00333	Sch Eng	MIT, School of Engineering
USA	A00331	A00336	Lincoln Lab	MIT, Lincoln Laboratory
Singapore	A00331	A04706	SMART	Singapore-MIT Alliance for Research and Technology Center
USA	A00331	A05716	Lab Nuc Sci	MIT, Laboratory of Nuclear Science
USA	A00331	A05729	Broad Inst	Harvard-MIT Broad Institute, Massachusetts
USA	A00331	A06034	CUA	Harvard-MIT Center for Ultracold Atoms
USA	A00331	A11012	Kavli Inst	MIT, Center for Space Research/Kavli Institute
USA	A00331	A11013	Dep Ear Plan Sci	MIT, Department of Earth and Planetary Science
USA	A00331	A11014	Dep Phy	MIT, Department of Physics
USA	A00331	A11803	MIT/WHOI Jt Prog	MIT/WHOI Joint Program in Oceanography
Australia		A00337	Austr Def Force Ac	Australian Defence Force Academy
Australia	A00337	A01306	UNSW@ADFA	UNSW@ADFA
Australia		A00339	ANU	Australian National University, Canberra
Australia	A00339	A00340	Res Sch Phy Eng	ANU, Research School of Physics and Engineering
Australia	A00339	A00341	Res Sch Ear Sci	ANU, Research School of Earth Sciences
Australia	A00339	A00342	Res Sch Ast Astrop	ANU, Research School of Astronomy and Astrophysics
Australia	A00339	A00343	MSSSO	ANU, Mount Stromlo and Siding Spring Observatories
Australia	A00339	A11642	CEAMS	Center of Excellence in Antimatter-Matter Studies
Australia	A00339	A11661	CAASTRO	Center for Excellence for All Sky Astrophysics
Australia	A00339	A11705	CoECSS	Center of Excellence for Climate System Science
Australia	A00339	A11720	CQC2T	Center for Quantum Computation and Communication Technology
Australia		A00344	CSIRO	Commonwealth Scientific and Industrial Research Organization, Australia
Australia	A00344	A00345	Mar Atm Res	CSIRO Marine and Atmospheric Research
Australia	A00344	A00346	ATNF	CSIRO Australian Telescope National Facility
Australia	A00344	A00347	Div RadPhy	CSIRO Division of Radiophysics
Australia	A00344	A00348	ESRE	CSIRO Earth Science and Resource Engineering
Australia	A00344	A00349	Ast Sp Sci	CSIRO Astronomy and Space Science
Australia	A00344	A00350	Div App Phy	CSIRO Division of Applied Physics
Australia	A00344	A11642	CEAMS	Center of Excellence in Antimatter-Matter Studies
Australia	A00344	A11660	ACECRC	Antarctic Climate and Ecosystems Cooperative Research Center
Australia	A00344	A11675	CASWR	Center for Australian Weather and Climate Research
Australia		A00351	DSTO	Defence Science and Technology Organization, Australia
Australia		A00352	U Canberra	University of Canberra, Australia
UK		A00353	U Kent	University of Kent, UK
UK	A00353	A00354	Sch Phy Sci	University of Kent, School of Physical Sciences
UK	A00353	A00355	Ctr Ast Plan Sci	University of Kent, Center for Astrophysics and Planetary Science
UK	A00353	A11768	SEPnet	South East Physics Network
New Zealand		A00356	Lincoln U NZ	Lincoln University, New Zealand
USA		A00357	St Lawrence U	Saint Lawrence University, New York
USA		A00358	SE Missouri St U	Southeast Missouri State University
USA		A00359	S IL U	Southern Illinois University
USA		A00360	Dickinson Coll	Dickinson College, Pennsylvania
Australia		A00361	U Melbourne	University of Melbourne, Australia
Australia	A00361	A11661	CAASTRO	Center for Excellence for All Sky Astrophysics
Australia	A00361	A11671	Dep Phy	University of Melbourne, Department of Physics
Australia	A00361	A11672	Dep Ear Sci	University of Melbourne, Department of Earth Sciences
Australia	A00361	A11705	CoECSS	Center of Excellence for Climate System Science
Australia	A00361	A11717	CoEPP	Center of Excellence for Particle Physics at the Terascale
Australia	A00361	A11720	CQC2T	Center for Quantum Computation and Communication Technology
USA		A00362	U W GA	University of West Georgia
USA		A00363	U PR	University of Puerto Rico, San Juan
USA	A00363	A00364	Mayaguez	University of Puerto Rico, Mayaguez
USA	A00363	A00365	Arecibo	University of Puerto Rico, Arecibo
USA	A00363	A00366	Humacao	University of Puerto Rico, Humacao
USA	A00363	A00367	Rio Piedras	University of Puerto Rico, Rio Piedras
USA	A00363	A00368	Cayey	University of Puerto Rico, Cayey
USA		A00369	U N Iowa	University of Northern Iowa
USA		A00370	Rockwell	Rockwell International, California
USA		A00371	UNCCH	University of North Carolina, Chapel Hill
USA	A00371	A11040	TUNL	Triangle Universities Nuclear Laboratory
USA	A00371	A11043	Dep Phy Ast	University of North Carolina, Department of Physics and Astronomy
USA		A00373	Citadel Mil Coll	Citadel Military College of South Carolina
USA		A00374	Coll Charleston	College of Charleston, South Carolina
USA		A00375	Estrn IL U	Eastern Illinois University
USA		A00376	MGH	Massachusetts General Hospital
USA	A00376	A05874	MADRC	Massachusetts Alzheimer's Disease Research Center
USA		A00377	UVA	University of Virginia
USA	A00377	A11050	Dep Ast	University of Virginia, Department of Astronomy
USA	A00377	A11051	Dep Phy	University of Virginia, Department of Physics
Canada		A00378	U PEI	University of Prince Edward Island, Canada
UK		A00379	Anglia Ruskin U	Anglia Ruskin University, UK
UK		A00380	U Gloucestershire	University of Gloucestershire, UK
USA		A00381	Estrn WA U	Eastern Washington University
USA		A00382	Widener U	Widener University, Pennsylvania
USA		A00383	Field Mus Nat Hist	Field Museum of Natural History, Illinois
USA		A00384	Columbia Coll	Columbia College, Illinois
USA		A00385	Chicago St U	Chicago State University, Illinois
USA		A00386	DePaul U	DePaul University, Illinois
USA		A00387	IL Inst Tech	Illinois Institute of Technology Chicago
USA		A00388	Loyola U Chicago	Loyola University Chicago, Illinois
USA		A00389	NE IL U	Northeastern Illinois University
USA		A00390	Roosevelt U	Roosevelt University, Illinois
USA		A00391	U Chicago	University of Chicago
USA	A00391	A00392	Dep Geop Sci	University of Chicago, Department of Geophysical Sciences
USA	A00391	A00393	EFI	University of Chicago, Enrico Fermi Institute
USA	A00391	A00394	Dep Ast Astrop	University of Chicago, Department of Astronomy and Astrophysics
USA	A00391	A05723	MBL	Marine Biological Laboratory, Woods Hole, Massachusetts
USA	A00391	A05777	JFI	University of Chicago, James Franck Institute
USA	A00391	A11115	KICP	University of Chicago, Kavli Institute for Cosmological Physics
USA	A00391	A11116	Dep Phy	University of Chicago, Department of Physics
USA	A00391	A11117	Yerkes Obs	University of Chicago, Yerkes Observatory
USA	A00391	A11252	JINA	Joint Institute for Nuclear Astrophysics
New Zealand		A00395	U Otago	University of Otago, New Zealand
